SIO2(WT%),MGO(WT%)
70.4,0.75
73.97,0.337
70.8,0.701
70.62,0.458
70.6,0.449
74.34,0.098
74.15,0.18
69.08,0.6
74.05,0.12
74.88,0.09
73.7,0.13
67.1,1.33
66.1,1.31
65,1.44
65.7,1.41
67.8,1.28
66,1.45
66.2,1.45
66.7,1.21
68,1.22
66.3,1.33
65.6,1.42
66.6,1.19
65.6,1.17
71,0.48
71.5,0.47
71.6,0.49
71.2,0.51
76.9,0.14
76.5,0.11
76.6,0.11
76.6,0.11
76.6,0.11
76.9,0.14
74.2,0.43
74.32,0.27
71.43,0.41
71.6,0.47
74.6,0.28
72.95,0.48
72.47,0.56
74.2,0.46
73.2,0.54
70.57,0.86
76.38,0.05
74.12,0.55
76.27,0.097
74.97,0.18
75.09,0.7
,
,
,
,
,
68.874,0.632
69.169,0.582
69.131,0.677
69.708,0.602
71.621,0.483
71.722,0.564
71.955,0.484
68.5,0.7
68.4,0.79
,
,
,
,
,
,
74.5,0.04
74.4,0.06
74.19,0.06
75.6,0.05
74.69,0.03
75.27,0.05
75.4,0.04
75.06,0.03
75.7,0.01
74.3,0.06
74.6,0.01
68.4,0.01
75.8,0.02
76.37,0.01
77.11,0.02
77.9,0.03
76.35,0.02
74.43,0.01
74.77,0.03
72.56,0.03
74.95,0.02
75.37,0.02
74.87,0.02
,
71.14,0.12
69.66,0.05
74.17,0.05
73.38,0.08
72.53,0.07
73.74,0.04
74.37,0.01
74.18,0.01
74.14,0.01
74.47,0.01
72.76,0.01
75.17,0.84
74.12,0.13
76.42,0.16
76.87,0.03
74.34,0.14
76.12,0.02
77.48,0.02
77.2,0.13
62.26,1.83
70.14,1.07
73.01,0.41
74.32,0.34
73.01,0.58
74.71,0.27
74.54,0.3
74.87,0.03
76.54,0.14
76.32,0.02
77.15,0
75.89,0
75.14,0.12
74.04,0.15
73.78,0.03
,
,
,
,
,
,
,
,
,
,
,
72.92,0.35
72.64,0.32
72.6,0.32
73.5,0.86
72.64,0.36
68.24,0.8
69.55,0.66
72.24,0.41
71.43,0.48
71.79,0.45
68.7,0.74
70.03,0.65
70.68,0.6
76.54,0.25
74.95,0.22
75.73,0.32
68.45,0.77
74.45,0.32
74.05,0.29
74.92,0.16
72.56,0.79
73.6,0.78
68.43,1.1
74.33,0.45
76.66,0.22
76.81,0.03
74.54,0.2
70.79,0.58
71.11,0.58
71.29,0.53
71.92,0.46
72.39,0.51
71.09,0.56
71.37,0.59
69.73,0.7
76.34,0.11
76.89,0.1
68.58,0.98
77.15,0.09
72.04,0.33
74.75,0.36
79.09,0.08
76.23,0.07
76.25,0.1
70.84,0.91
70.01,0.91
61.22,2.08
65.22,1.81
64.89,2.04
74.96,0.28
75.36,0.27
,
,
,
,
,
,
69.38,0.7
71.02,0.32
64.18,1.59
65.44,1.73
76.11,0.3
65.82,2.2
,
,
75.44,0.43
75.29,0.16
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
76.11,0.26
74.33,0.26
77.19,0.26
74.95,0.26
73.31,0.43
73.5,0.43
75.07,0.35
75.17,0.37
74.41,0.33
74.55,0.38
74,0.2
74.89,0.32
73.57,0.35
72.44,0.4
73.47,0.39
76.43,0.37
73.44,0.4
74.84,0.47
72.92,0.44
73.2,0.5
74.93,0.45
75.42,0.43
74.32,0.18
73.61,0.29
73.62,0.28
73.19,0.29
71.15,0.3
71.62,0.4
77.07,0.06
78.33,0.08
73.93,0.16
73.64,0.18
74.88,0.12
75.24,0.1
70.12,1.01
74.15,1
70.96,1.07
72.14,0.93
76.4945182352582,0.188149624717776
75.7313386956299,0.324811721911983
76.8785894611911,0.140812488056084
70.55,0.11
70.95,0.06
71.08,0.06
77.35,0.02
77.32,0.01
77.41,0.01
78.11,0.02
76.89,0.03
76.57,0.02
68.81,1.04
69.08,1.05
68.44,0.99
69.07,1.01
69.34,0.85
69.32,0.82
68.93,0.92
69.49,0.8
73.57,0.742
72.83,0.724
72.3043277522798,0.751278954883886
72.6469781681714,0.769768576867722
72.0379528350335,0.704339343747238
72.2419949430072,0.840888188188233
72.2670457001534,0.816397895664096
74.7881546405365,0.29555717647638
74.5442581826016,0.318861656937972
75.3105156083708,0.387297840817824
72.3685675283272,1.06903657775985
70.8038489355298,1.04577998959545
72.9367151479582,0.931492999072644
70.071719369002,1.30901059615395
74.48,0.521
72.65,0.839
73.98,0.762
71.8,0.443
69.58,0.691
72.38,0.543
72.6,0.509
71.96,0.406
72.03,0.527
74.63,0.54
59.43,3.41
67.46,2.1
71.13,0.52
72.6,1.57
78.38,0.08
79.9,0.13
78.8,0.07
78.94,0.03
78.67,0.12
62.1,2.16
70.09,0.77
67.09,0.84
43.99,10.12
76.45,0.06
74.58,0.26
74.85,0.06
77.97,0.04
75.2,0.08
76.73,0.08
,
73.56,0.31
74.77,0.15
71.04,0.52
73.76,0.26
72.81,0.36
76.16,0.16
72.46,0.37
74.69,0.18
66.99,0.72
66.99,0.72
67.08,1.16
54.97,2.58
52.07,6
52.07,6
67.76,0.73
71.08,0.47
66.02,1.7
72.6457418203335,0.633372300305162
73.6823222389728,0.724216021210537
73.1185383913176,0.746004665787605
72.0053839920368,0.80529665570248
75.0503292707194,1.07059441489666
71.064114198902,1.93936181760617
71.79,0.33
72.67,0.22
73.31,0.16
72.46,0.27
73.16,0.28
73.23,0.28
73.26,0.29
71.13,0.5
71.17,0.36
72.39,0.34
71.82,0.39
71.23,0.36
70.4,0.5
70.1,0.52
70.14,0.51
69.84,0.52
70.03,0.48
70.28,0.49
73.74,0.25
72.55,0.22
71.2,0.32
74.36,0.25
75.57,0.02
65.27,1.32
71.51,0.54
70.71,0.88
69.38,0.56
67.36,1.21
68.35,1.27
67.31,0.8
68.41,1.06
76.2,0.13
77.6,0.2
75.1,0.37
79.7,0.08
61.95,5.79
66.11,0.96
68.53,0.51
76.47,0.2
65.61,1.57
66.15,0.25
66.97,0.29
65.48,0.96
73.89,0.25
74.51,0.18
65.2,2.81
70.35,0.82
69.7,0.81
74.16,0.41
72.11,0.42
73.87,0.39
73.07,0.48
69.17,0.88
73.73,0.33
67.89,1
70.24,0.7
69.77,0.54
73.21,0.84
72.71,0.62
68.24,1.04
72.2,0.73
75.7,0.26
72.3,0.79
73.3,0.48
74.2,0.49
73.9,0.35
73.4,0.3
72.6,0.42
71.3,0.8
74.2,0.81
71.7,0.57
71.9,0.84
72.9,0.54
72.8,0.55
73.2,0.91
74,0.71
73,0.5
72.1,0.7
71.9,0.82
66.4,1.68
78.6,0.6
80.1,0.26
77.9,0.33
78.2,0.53
79,0.23
78.2,0.3
79.8,0.21
81.5,0.35
76.2,0.19
77,0.18
69.3,0.42
78.7,0.4
78.5,0.8
79,0.46
71.3,0.54
74.7,0.81
76.3,0.72
70.98,0.65
70.16,0.634
69.7,0.631
69.92,0.66
70.07,0.611
70,0.634
69.26,0.616
69.35,0.605
69.68,0.634
,
74.2,0.01
72.85,0.01
72.9,0.2
69.09,0.79
72.86,0.39
73.48,0.39
66.52,1.8
74.58,0.06
79.05,0.01
69.91,0.92
72.4,0.66
73.03,0.28
76.59,0.01
70.564,1.066
76.01,0.464
75.36,0.262
68.605,1
72.325,0.61
66.883,1.277
69.233,1.016
76.196,0.131
76.3,1.95
69.3,3.12
72.5,2.3
70,3.09
74.6,2.57
72.9,4.89
75.9,2.76
72.9,2.98
74.8,3.84
74.4,2.87
68.54,2.06
68.63,2.22
69.06,1.68
69.3,2.36
67.91,2.13
67.91,1.98
67.77,2.11
68.21,2.2
72.75,0.42
73.3,0.62
72.28,0.98
68.2,2.2
68.1,2.24
69.24,1.93
,
,
,
74.9672346,0.362939812
74.61,0.11
73.89,0.23
77.59,0.1
75.05,0.08
73.23,0.27
74.31,0.13
76.43,0.34
76.45,0.09
76.83,0.08
75.48,0.06
73.15,0.15
73.26,0.4
74.29,0.22
71.84,0.05
76.8,0.05
76.25,0.05
77.71,0.05
75.82,0.05
74.01,0.25
76.63,0.58
74.49,0.39
76.83,0.01
72.24,0.55
73.86,0.51
76.55,0.16
74.63,0.34
75.14,0.19
72.21,0.51
74.29,0.4
73.004,0.476
74.35,0.18
74.44,0.18
73.26,0.22
73.35,0.42
71.72,0.59
72.29,0.56
72.21,0.6
73.71,0.23
73.1,0.2
75.53,0.05
75.21,0.05
77.45,0.05
77.18,0.05
77.02,0.04
75.19,0.06
78.6,0.07
74.42,0.08
74.5,0.05
74.85,0.08
73.8,0.04
75.33,0.07
75.66,0.08
74.6,0.09
74.41,0.31
75.16,0.32
75.17,0.31
75.47,0.28
78.04433647,0.516246584
78.38657501,0.424585524
74.41,0.4
72.75,0.6
71.96,0.45
71.45,0.45
74.17,0.44
72.78,0.48
74.21,0.4
74.51,0.4
72.14,0.45
73.51,0.45
74.01,0.41
71.84505607,0.428134557
72.06641693,0.374607674
77.33,0.17
75.14,0.19
75.11,0.07
75.43436778,0.0703023
75.72,0.06
76.1387632,0.060331825
76.15,0.08
76.53266332,0.08040201
76.63,0.07
77.04604866,0.070380052
73.22993252,0.503575385
71.19846014,0.719278695
72.52266015,0.661981872
75.8641601,0.121285628
75.30459711,0.153578376
73.25581395,0.545379708
76.04030227,0.090680101
72.8,1.31
66.88,1.59
60.57,2.56
62.25,2.31
61.24,2.46
60.76,2.53
62.88,2.31
63.01,2.16
74.22,0.51
74.22,0.51
73.1,0.91
66.8,1.59
65.7,1.85
68.5,1.19
76,0.11
72.81,0.65
74.27,0.38
77.93,0.13
73.42,0.63
77.99,0.11
77.38,0.06
78.31,0.14
75.5,0.36
74.36,0.51
74.83,0.47
75.33,0.32
74.2,0.43
74.45,0.59
75.24,0.43
72.13,0.6
75.69,0.21
72.46,0.79
73.53,0.58
76.2,0.13
74.6,0.46
69.3,0.96
72.2,0.58
55.7,3.37
65,1.63
65.6,1.77
61.6,1.97
71.7,0.68
67.8,1.49
61.8,1.91
67.57,1.49
63.11,1.88
62.93,1.87
68.43,0.86
68.21,0.78
58.81,2.85
62.79,2.61
68.16,0.97
,
73.67,0.9
71.12,1.11
72.58,0.93
77.12,0.35
56.75,7.26
58.95,4.47
60.78,4.3
61.93,4.08
69.16,2.89
70.49,1.15
71.45,1.01
71.59,0.61
73.41,1.74
74.84,0.39
74.92,0.41
75,1.67
75.02,0.39
75.26,0.4
75.79,0.36
75.86,0.34
76.27,0.35
76.35,0.25
76.43,0.37
76.56,0.37
76.72,1.07
76.75,0.33
77.17,0.13
77.66,0.74
73.97,0.81
69.21,1.08
75.04,0.63
72.09,0.6
74.82,0.32
73.66,0.92
73.28,0.74
65.13,1.51
62.16,2.37
,
68.7,1.59
60.42,2.6
73.74,0.39
71.8,0.5
75.16,0.16
73.29,0.37
73.42,0.77
60.21,2.61
74.38,0.56
68.9,1.73
77.2,0.34
71.38,1.49
71.86,1.31
58.28,1.28
67.16,2.41
70.05,0.4
69.56,1
74.2,0.38
74.2,0.29
73.75,0.4
76.98,0.17
72.8,1.31
76,0.76
74.3,0.16
74.37,0.37
71.99,1.18
70.92,1.57
72.23,1.47
71.41,1.44
73.32,1.52
71.42,1.39
73.16,1.27
68.66,0.7
70.59,1.69
70.62,1.17
71.17,1.16
72.42,1.16
72.29,1.33
75.97,0.22
75.72,0.47
67.36,2.82
,
71.66,1.07
72.95,1.03
71.98,1.24
76.55,0.19
71.26,1.3
74.61,1.11
71.5,1.67
75.41,0.19
72.21,1.16
71.88,1.34
73.82,1.58
71.969004,0.485208
72.42,0.61
72.3,0.57
76.28,1.05
71.8,1.89
79.99,0.75
72.86,0.83
66.86,1.81
72.22,1.3
76.26,0.81
75.03,0.23
71.75,1.36
70.96,1.97
67.76,2.66
74.81,0.29
71.86,0.53
71.62,0.52
71.82,0.52
71.94,0.53
71.85,0.55
71.95,0.64
73.12,0.57
70.27,0.68
71.68,0.62
72.67,0.44
72.76,0.43
72.83,0.61
71.78,0.57
73.38,0.45
72.37,0.49
70.08,0.66
74.16,0.31
74.22,0.19
74.35,0.53
75.39,0.49
75.57,0.35
76,0.35
77.06,0.16
77.5,0.14
70.3,0.39
,
,
,
,
,
,
,
75.4,0.36
76.78,0.08
75.68,0.08
75.99,0.06
73.48,0.05
75.92,0.01
75.98,0.05
75.4,0.05
75.45,0.02
75.83,0.03
75.11,0.04
75.49,0.05
75.83,0.03
75.47,0.06
75.44,0.03
75.23,0.04
75.45,0.04
75.68,0.04
75.67,0.06
76.01,0.03
75.5,0.04
75.71,0.06
,
,
,
,
,
,
,
,
72.96,0.2
72.63,0.68
44.9,9.62
49.64,8.26
53.37,5.83
79.5585543403189,0.305536234867888
70.2066057590836,1.36516577647884
75.58,0.22
71.66,0.57
74.61,0.14
70.57,0.87
66.3,1.88
79.74,0.54
72.79,0.52
80.74,0.91
66.46,1.7
67,1.63
70.68,0.46
68.8,0.82
75.7,0.44
68.91,0.64
69.59,0.64
69.31,0.64
69.27,0.63
,
,
,
,
,
,
,
,
,
,
,
,
,
75.1,0.16
,
,
,
,
,
,
,
,
,
72.88,0.64
64.71,2.02
76.11,0.13
69.71,1.47
79.71,0.59
75.27,0.67
74.69,1.31
75.01,0.62
73.55,1.24
73.68,0.79
73.72,1.26
76.32,0.74
74.22,0.6
74.03,0.65
70.73,0.94
71.13,0.87
71.18,0.84
71.95,0.88
76.2,0
76.8,0
76.6,0
,2.11
,2.16
,2.27
,2.11
63.11,1.18
62.74,0.92
59.64,1.12
59.09,1.52
57.89,2.01
59.41,1.72
61.05,1.48
58.21,1.67
61.15,1.59
63.58,2.05
62.39,2.33
58.38,2.56
61.06,1.26
,
61.02,1.77
70.6,0.33
72.91,0.28
72.36,0.25
71.72,0.26
71.93,0.34
74.22,0.2
73.28,0.23
73.51,0.29
71.98,0.4
,0.42
,0.65
,0.43
72.48,0.34
72.1519631333451,0.216782104778861
72.9616205357213,0.256192808657261
71.5266251451549,0.247571929719742
73.7971848759971,0.246176965350601
72.44777840369,0.281552856409631
73.1876876694624,0.195936715668511
71.1644035790686,0.70162237085554
70.2884803635204,0.368357194845267
70.655518248297,0.347074664572562
67.7487438462936,0.522741268263174
72.4095805332677,0.171718994179254
69.8109872653255,0.27110428779404
70.3223155707602,0.277589481860684
71.8300425427796,0.493882660909889
78.4,0.41
72.9,0.54
75.2,0.23
75.2,0.1
75.7,0.07
74.1,0.35
75.8,0.12
74.3,0.3
72.9,0.51
74.3,0.36
72.8,0.54
70.1,0.81
73.2,0.35
73.01,0.35
72.65,0.68
74.86,0.92
73.02,0.66
74.25,0.61
72.14,0.63
71.01,0.66
73.68,0.59
71.35,0.45
72.24,1.09
75.83,0.07
72.55,0.23
75.4,0.16
70.68,0.62
67.32,1.7
69.08,1.19
68.42,1.04
73.38,0.15
72.82,0.48
69.87,0.63
69.13,0.69
69.19,0.91
68.17,0.91
68.34,0.59
67.72,0.68
69.57,0.74
69.28,0.77
69.47,0.69
67.2,1.18
67.55,0.88
67.9,0.87
73.62,0.51
69.52,0.67
72.74,0.31
71.4,0.44
69.52,0.6
70.56,0.41
66.68,0.83
70.27,0.51
,
67.47,1.58
68.64,1.27
,
,
,
,
,
73.26,0.54
71.38,0.42
72.77,0.37
72.72,0.41
67.17,0.83
66.57,0.83
65.24,0.9
64.9,1.06
70.32,0.51
71.81,0.5
71.03,0.65
71.4,0.5
72.8,0.42
72.5,0.5
73.6,0.31
72.3,0.44
73.1,0.48
71.4,0.57
72.6,0.57
69.6,0.53
71.7,0.41
69.7,0.63
72.7,0.32
72.8,0.3
72.7,0.32
72.8,0.31
72.9,0.31
78.35,0.02
76.63,0.01
76.04,0.01
76.5,0.02
74.19,0.01
75.13,0
75.18,0.02
74.7,0.01
73.29,0.03
71.89,0.04
73.63,0
74.43,0
73.89,0.01
74.29,0.02
73.14,0.02
75.28,0.26
70.32,0.68
70.81,0.89
69.98,1.2
69.58,0.91
69.44,1.07
67.9,0.91
71.65,0.66
71.31,0.66
70.56,0.89
74.13,0.94
78.52,0.15
76.38,0.1
72.42,0.4
75.45,0.32
72.81,0.54
76.35,0.15
73.48,0.94
73.91,0.47
68.23,2.34
69.63,0.19
69.98,0.29
70.48,0.29
70.51,0.12
70.71,0.13
71.19,0.23
71.31,0.23
71.86,0.15
72.36,0.36
72.7430424401711,0.115043080919927
72.2742352191187,0.126520209335621
73.61,0.22
74.18,0.18
75.72,0.13
75.66,0.15
76.04,0.11
75.38,0.11
69.36,0.94
68.67,0.93
72.07,0.59
73.21,0.44
68.43,0.46
68.48,0.45
68.38,0.46
68.35,0.46
68.46,0.47
68.88,0.44
71.19,0.31
71.46,0.37
70.12,0.59
70.13,0.74
67.69,0.56
67.63,0.51
68.43,0.5
67.98,0.54
67.01,0.56
68.26,0.47
67.97,0.46
67.26,0.5
,
,
72.71,0.34
71.6,0.37
72.21,0.33
74.4,0.03
73.86,0.02
73.25,0.22
74.45,0.04
74.47,0.09
71.34,0.16
74.04,0.08
74.09,0.23
73.77,0.07
73.85,0.05
73.51,0.08
75.06,0.03
74.97,0.03
74.33,0.05
73.36,0.21
75.77,0.05
74.39,0.04
74.54,0.14
74.43,0.03
68.63,0.47
71.23,0.24
71.86,0.14
71.91,0.19
70.77,0.44
71.51,0.33
70.65,0.04
71.82,0.06
73.87,0.1
74.33,0.07
75.6,0.09
75.43,0.04
75.71,0.1
76.06,0.08
76.16,0.1
76.35,0.06
,
74.8,0.34
74.5,0.25
71.8,0.45
73.9,0.39
70.2,0.67
74.2,0.35
71.5,0.96
73.5,0.37
,
74.75,0.05
74.36,0.07
70.92,0.2
77.03,0.01
77,0.02
74.71,0.02
74.21,0.54
73.76,0.53
74.05,0.52
74.54,0.53
73.64,0.57
74.04,0.27
75.72,0.14
76.37,0.17
75.81,0.12
76.95,0.04
76.39,0.09
76.7,0.04
75.81,0.12
70.36,0.58
77.41,0.06
76.32,0.06
75.62,0.14
75.77,0.13
74.44,0.29
76.52,0.14
77.11,0.12
76.14,0.12
75.85,0.14
77.08,0.13
69.98,0.51
69.49,0.51
69.53,0.53
69.43,0.53
69.52,0.51
76.52,0.06
76.09,0.05
75.53,0.05
74.57,0.11
70.98,0.06
73.3,0.21
73.46,0.2
72.88,0.25
74.03,0.28
75.52,0.18
74.26,0.2
73.31,0.26
73.25,0.31
77.99,0.1
75.81,0.13
75.8,0.15
73.61,0.33
74.69,0.18
74.44,0.27
69.34,0.84
69.42,0.88
70.74,0.76
66.94,1.53
66.56,1.53
66.2,1.6
66.88,1.55
66.07,1.66
66.54,1.55
66,1.35
65.77,1.43
65.76,1.44
65.55,1.5
65.09,1.54
70.77,0.71
71.95,0.68
72.01,0.5
73.18,0.47
72.61,0.41
74.36,0.39
73.62,0.49
72.51,0.38
71.77,0.49
70.22,0.99
73.98,0.26
67.93,0.9
71.54,0.61
70.9,0.82
69.34,0.81
69.88,0.61
70.04,0.73
70.77,0.87
67.29,1.65
66.83,1.65
69.63,1.08
66.85,1.62
67.89,1.66
67.07,1.78
67.31,1.63
67.72,1.59
66.82,1.71
67.36,1.7
66.89,1.68
66.51,1.91
65.73,2.1
66.66,1.83
,
,
74.16,0.39
74.25,0.34
76.21,0.13
74.23,0.41
75.9,0.35
69.69,0.52
71.42,0.79
72.6,0.35
73.07,0.22
73.51,
75.08,0.21
77,0
76.8,0
73.5,0
73.5,0
79.76,0.08
80.25,0.08
80.21,0.12
71.73,0.5
71.6,0.5
72.24,0.48
72.52,0.47
71.32,0.53
77.68,0.14
73.01,0.29
75.96,0.23
76.01,0.18
70.06,0.74
76.71,0.11
74.55,0.34
72.15,1.15
72.02,1.16
74.34,0.7
69.78,0.77
72.32,0.76
70.04,0.61
73.73,0.87
73.62,0.8
75.67,0.41
76.73,0.36
76.91,0.26
78,0.35
77.02,0.25
76.43,0.1
75.94,0.16
75.39,0.29
74.99,0.3
74.85,0.25
74.74,0.27
75.13,0.25
75.27,0.25
62.08,1.1
71.24,0.28
69.82,0.28
76.56,0.08
75.68,0.12
63.86,0.09
75.97,0.08
74.84,0.02
,
55.9,4.1
75.4,0.22
74.1,0.31
74.2,0.22
76.5,0.22
72.8,0.41
77.2,0.11
77.4,0.17
76.1,
75.2,
74.58,0.12
71.19,0.53
71.26,0.6
70.89,0.48
68.8,1.7
59.69,2.68
68.76,0.22
70.44,0.2
74.07,0.59
70.18,0.26
74.8,0.15
70.01,0.15
69.95,0.22
67.62,0.41
62.49,0.59
68.37,0.79
67.68,0.7
76.4,0.02
71.35,0.43
71.49,0.42
70.24,0.44
68.57,0.47
76.92,0.06
76.75,0.05
78.65,0.04
79.42,0.03
72.01,0.57
71.76,0.59
72.09,0.66
71.69,0.69
71.9,0.65
71.99,0.75
71.9,0.63
71.79,0.62
72.16,0.78
72.33,0.81
72.13,0.62
75.37,0.4
75.31,0.2
60.06,2.55
74.1,0.54
67.8,2.31
73.35,0.33
71.57,0.3
76.19,0.17
75.68,0.17
72.81,0.32
71.84,0.24
69.86,1.14
75.83,0.26
74.63,0.15
69.73,0.56
68.88,0.5
69.94,0.41
73.67,0.34
71.81,0.41
71.44,0.38
64.35,2.39
58.67,2.93
70.67,1.3
75.267,0.198
74.382,0.108
74.772,0.237
74.982,0.106
71.156,0.682
71.967,0.989
69.43,0.93
69.83,1.33
75.75,0.14
71.89,0.35
70.9,0.27
63.7949122783505,0.933476821
71.66,0.14
71.22,0.16
72.2,0.13
70.71,0.16
71.77,0.12
71.63,0.17
76.24,0.27
70.83,0.16
72.36,0.19
74.5,0.1
72.7,0.6
71.7,0.4
70.2,1.1
75.2,0.1
74,0.1
71.59,0.09
72.77,0.1
73.08,0.08
74.88,0.04
71.22,0.11
72.73,0.12
72.09,0.06
73.57,0.05
70.29,0.11
,
,
75.03,0.14
74.38,0.16
75.05,0.12
74.02,0.21
73.67,0.17
73.54,0.29
74.57,0.16
74.08,0.17
73.7,0.16
73.55,0.38
71.2,0.61
70.7,0.61
73.6,0.64
73.3,0.62
74.4,0.61
73.6,0.64
70.9,1.01
70.2,0.96
71.8,0.9
,
,
,
,
,
,
,
,
,
73.91,0.35
72.31,0.46
,
,
,
,
,
,
,
,
,
,
,
,
73.75,0.5
70.76,0.09
68.27,2.74
77.36,0.01
74.4,0.08
75.6,0.09
76.2,0.05
70.537,0.678
70.422,0.634
70.49,0.523
71.39,0.47
73.07,0.3
70.8,0.26
71.4,0.81
72.2,0.01
71.8,1.12
73.05,0.2
75.74,0.11
73.87,0.13
74.94,0.16
76.12,0.05
75.7,0.08
75.36,0.06
77.69,0.05
73.21,0.31
75.86,0.08
74.81,0.06
75.76,0.06
76.82,0.04
77.2,0.08
78.16,0.11
79.57,0.05
75.37,0.12
77.88,0.05
74.95,0.16
70.78,0.12
72.47,0.26
73.55,0.07
71.08,0.33
55.79,8.4
72.43,0.39
71.03,0.64
73.59,0.68
70.53,0.68
71.81,0.44
72.71,0.47
72.24,0.54
73.58,0.36
72.51,0.47
71.84,0.5
71.49,1.03
75.97,0.57
73.76,0.13
74.15,0.28
74.97,0.18
74.31,0.15
73.95,0.5
75.44,0.29
75.55,0.18
71.23,0.55
73.23,0.54
75.15,0.25
58.53,6.93
67,0.9
70.41,1.3
72.63,0.44
72.86,0.35
71.71,0.5
,
,
,
,
,
,
,
,
,
,
72.64,0.64
70.96,0.4
70.6,0.58
73.54,1.07
74.3,1.17
75.46,0.35
73.78,0.35
75.84,0.23
72.3,0.46
,
,
68.1669,1.476
67.1767,1.611
67.76,1.5842
71.32,0.93
65.69,1.08
74.92,0.11
73.46,0.36
70.7,0.81
73.9,0.36
74.3,0.29
75.5,0.26
75.3,0.26
76.96,0.21
75.3,0.16
55.6,3.67
79.91,0.06
73.04,0.06
72.16,0.06
,
,
,
,
,
,
,
,
69.08,1.43
68.8,1.45
68.98,1.4
68.9,1.4
71.49,0.82
72.1,0.81
72.56,0.79
71.26,0.81
70.81,0.85
71.41,0.81
74.3188914715536,9.87619836194771E-02
75.2861399700088,0.243100551627296
73.2655816497531,5.56137707983551E-02
76.1479347749454,0.274960468137823
76.0458935155233,2.95256642204008E-02
75.2932797733756,6.22851785792484E-02
75.7835643120608,0.043541551628367
70.6,0.42
70.33,0.63
,
59.23,2.9
63.12,2.63
75.13,0.13
69.39,0.71
68.43,0.86
75.68,0.34
64.96,1.52
64.73,1.53
69.19,1.24
69.08,1.04
72.79,0.56
60.347,2.576
67.82,1.06
75.16,0.34
72.12,0.6
75.96,0.13
65.2,2.07
74.78,0.21
61.09,3.41
59.688,3.861
60.023,3.596
66.9,0.54
67.84,0.55
69.37,0.55
70.69,0.51
71.07,0.47
71.14,0.49
71.19,0.5
58.02,3.74
58.05,3.58
58.47,3.92
58.52,3.97
58.63,3.52
58.66,3.94
58.79,3.6
59.12,3.5
59.15,3.46
60.93,3.02
62.58,2.46
63.25,2.15
64.47,2.08
64.55,2.05
65.47,1.88
66.03,1.63
58.93,3.54
76.36,0.38
68.69,0
67.83,0
68.47,0
69.79,0
68.6,0
69.98,0
70.04,0
,
,
,
72.1074359208431,0.476726612502409
67.3645095132698,1.23865413121611
74.5394397402046,0.829564883102168
70.1320384000651,2.27020533650958
72,0.6
72.9,0.44
72,0.61
72.6,0.31
73,0.22
72.7,0.32
72.96,0.18
71.04,0.89
70.97,0.89
71.01,0.63
72.03,0.48
74.71,0.35
72.79,0.89
71.6,0.29
69.56,0.32
74.48,0.38
75.22,0.2
75.19,0.14
73.65,0.05
74.94,0.02
74.64,0.01
74.9,0.02
73.69,0.05
73.4,0.01
73.35,0.41
73.88,0.1
76.87,0.12
76.76,0.11
76.13,0.01
76.52,0.02
76.95,0.05
72.97,0.46
72.28,0.43
71.04,0.62
74.67,0.31
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
72.5,0.74
71.8,0.53
74.09,0.13
72.29,0.28
69.47,0.61
75.26,0.06
,
75.4713375159852,0.187743081356301
76.0511600008578,0.212256337988205
77.0587429198554,1.17383282787567E-02
73.99,0.24
73.4,0.2
70.04,1.12
69.9267191604117,0.549573948552277
71.9489096904904,0.54181451369411
70.5459239378431,0.799170718599993
75.47,0.11
70.83,0.55
70.15,0.53
71.5615460862765,0.433212599378647
69.9079010606752,0.573523077736393
73.2116511828338,0.359086805177112
68.92,0.55
68.38,0.65
74.74,0.1
77.04,0.07
68.47,0.44
71.92,0.09
61.9,1.62
70.99,0.26
75.01,0.09
74.72,0.1
74.24,0.09
74.18,0.07
78.6527686393928,0.409354709419805
74.78,0.6813
79.0997105958684,0.412603027034051
81.2540414190415,0.731040903625929
78.6701290937677,0.467513306841093
70.8323,1.3741
71.1792,1.4009
71.7226,0.9608
74.0427,0.8019
77.13,0.52
75.02,0.42
74.98,0.49
78.58,0.27
75.07,0.5
73.69,0.41
74.45,0.52
76.85,0.39
73.74,0.56
75.58,0.45
73.75,0.48
72.97,0.65
74.27,0.47
73.96,0.75
73.66,0.55
,
72.2,0.25
74.1,1.18
67.9,1.39
72.9,0.88
70.5,0.64
62.9,4.43
73.1,0.51
83.3,0.35
78.6,0.33
78,0.88
72.1,2.35
73.3,2.24
76.5,1.63
74,2.2
68.7,3.17
64.22,2.73
72.6,1.95
71.2,2.28
70.2,2.98
,
,
69.97,1.51
73.70864,0.30502
73.13,0.6
73.76,0.42
73.1,0.4
73.2834,0.65391
72.97196,0.55531
73.03,0.23
72.35,0.25
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
70.65,0.69
68.52,0.15
66.85,2.09
71.48,0.15
69.15,0.56
67.23,1.29
78.75,0
69.66,0.48
67.36,0.68
70.68,0.31
66.01,0.41
66.15,0.96
