,station,network,channel,location,rate,start_time,end_time,latitude,longitude,elevation,depth,dip,azimuth
186,BBGB,NC,HNN,--,100.0,"2008/06/27,20:52:00","2019/04/10,19:00:00",36.57848,-121.03957,1089.0,0.0,0.0,0.0
187,BBGB,NC,HNN,--,100.0,"2019/04/10,19:00:00","3000/01/01,00:00:00",36.57848,-121.03957,1089.0,0.0,0.0,0.0
188,BBGB,NC,HNZ,--,100.0,"2008/06/27,20:52:00","2019/04/10,19:00:00",36.57848,-121.03957,1089.0,0.0,-90.0,0.0
189,BBGB,NC,HNZ,--,100.0,"2019/04/10,19:00:00","3000/01/01,00:00:00",36.57848,-121.03957,1089.0,0.0,-90.0,0.0
190,BBGB,NC,LHE,--,1.0,"2019/04/10,19:00:00","3000/01/01,00:00:00",36.57848,-121.03957,1089.0,0.0,0.0,90.0
191,BBGB,NC,LHN,--,1.0,"2019/04/10,19:00:00","3000/01/01,00:00:00",36.57848,-121.03957,1089.0,0.0,0.0,0.0
192,BBGB,NC,LHZ,--,1.0,"2019/04/10,19:00:00","3000/01/01,00:00:00",36.57848,-121.03957,1089.0,0.0,-90.0,0.0
193,BBN,NC,EHZ,01,100.0,"1984/01/01,00:00:00","1986/04/11,22:15:00",36.51,-121.0755,412.0,0.0,-90.0,0.0
194,BBN,NC,EHZ,02,100.0,"1986/04/11,22:15:00","1987/05/01,00:00:00",36.51,-121.0755,412.0,0.0,-90.0,0.0
195,BBN,NC,EHZ,02,100.0,"1987/05/01,00:00:00","1988/01/26,22:01:00",36.51,-121.0755,412.0,0.0,-90.0,0.0
196,BBN,NC,EHZ,02,100.0,"1988/01/26,22:01:00","1988/07/08,19:40:00",36.51,-121.0755,412.0,0.0,-90.0,0.0
197,BBN,NC,EHZ,03,100.0,"1988/07/08,19:40:00","2020/06/01,18:40:00",36.50953,-121.07709,412.0,0.0,-90.0,0.0
198,BBN,NC,SHZ,03,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",36.50953,-121.07709,412.0,0.0,-90.0,0.0
199,BCC,NC,EHZ,01,100.0,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,-90.0,0.0
200,BCC,NC,HNE,01,100.0,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,90.0
201,BCC,NC,HNN,01,100.0,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
202,BCC,NC,HNZ,01,100.0,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,-90.0,0.0
203,BCC,NC,LCE,01,1.0,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
204,BCC,NC,LCL,01,1.0,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
205,BCC,NC,LCQ,01,1.0,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
206,BCC,NC,LOG,01,1.0,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
207,BCC,NC,OCF,01,1.0,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
208,BCC,NC,VCO,01,0.1,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
209,BCC,NC,VEA,01,0.1,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
210,BCC,NC,VEC,01,0.1,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
211,BCC,NC,VEP,01,0.1,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
212,BCC,NC,VFP,01,0.1,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
213,BCC,NC,VKI,01,0.1,"2019/03/04,00:00:00","3000/01/01,00:00:00",36.5413,-121.74248,244.0,0.0,0.0,0.0
214,BCG,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1984/12/18,23:00:00",36.70962,-121.34284,250.0,0.0,-90.0,0.0
215,BCG,NC,EHZ,--,100.0,"1984/12/18,23:00:00","1985/04/24,19:55:00",36.70962,-121.34284,250.0,0.0,-90.0,0.0
216,BCG,NC,EHZ,--,100.0,"1985/04/24,19:55:00","1987/05/01,00:00:00",36.70962,-121.34284,250.0,0.0,-90.0,0.0
217,BCG,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2020/06/01,18:40:00",36.70962,-121.34284,250.0,0.0,-90.0,0.0
218,BCG,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",36.70962,-121.34284,250.0,0.0,-90.0,0.0
219,BCGB,NC,ACE,01,1.0,"2021/12/07,00:00:00","3000/01/01,00:00:00",36.70746,-121.34651,426.0,0.0,0.0,0.0
220,BCGB,NC,EHZ,01,100.0,"2021/12/07,00:00:00","3000/01/01,00:00:00",36.70746,-121.34651,426.0,0.0,-90.0,0.0
221,BCGB,NC,GAN,01,1.0,"2021/12/07,00:00:00","3000/01/01,00:00:00",36.70746,-121.34651,426.0,0.0,0.0,0.0
222,BCGB,NC,GEL,01,1.0,"2021/12/07,00:00:00","3000/01/01,00:00:00",36.70746,-121.34651,426.0,0.0,0.0,0.0
223,BCGB,NC,GLA,01,1.0,"2021/12/07,00:00:00","3000/01/01,00:00:00",36.70746,-121.34651,426.0,0.0,0.0,0.0
224,BCGB,NC,GLO,01,1.0,"2021/12/07,00:00:00","3000/01/01,00:00:00",36.70746,-121.34651,426.0,0.0,0.0,0.0
225,BCGB,NC,GNS,01,1.0,"2021/12/07,00:00:00","3000/01/01,00:00:00",36.70746,-121.34651,426.0,0.0,0.0,0.0
226,BCGB,NC,GPL,01,1.0,"2021/12/07,00:00:00","3000/01/01,00:00:00",36.70746,-121.34651,426.0,0.0,0.0,0.0
227,BCGB,NC,HNE,01,100.0,"2021/12/07,00:00:00","3000/01/01,00:00:00",36.70746,-121.34651,426.0,0.0,0.0,90.0
228,BCGB,NC,HNE,20,200.0,"2021/12/07,00:00:00","3000/01/01,00:00:00",36.70746,-121.34651,426.0,0.0,0.0,90.0
229,BCGB,NC,HNN,01,100.0,"2021/12/07,00:00:00","3000/01/01,00:00:00",36.70746,-121.34651,426.0,0.0,0.0,0.0
230,BCGB,NC,HNN,20,200.0,"2021/12/07,00:00:00","3000/01/01,00:00:00",36.70746,-121.34651,426.0,0.0,0.0,0.0
231,BCGB,NC,HNZ,01,100.0,"2021/12/07,00:00:00","3000/01/01,00:00:00",36.70746,-121.34651,426.0,0.0,-90.0,0.0
232,BCGB,NC,HNZ,20,200.0,"2021/12/07,00:00:00","3000/01/01,00:00:00",36.70746,-121.34651,426.0,0.0,-90.0,0.0
233,BCGB,NC,LCE,01,1.0,"2021/12/07,00:00:00","3000/01/01,00:00:00",36.70746,-121.34651,426.0,0.0,0.0,0.0
234,BCGB,NC,LCQ,01,1.0,"2021/12/07,00:00:00","3000/01/01,00:00:00",36.70746,-121.34651,426.0,0.0,0.0,0.0
235,BCGB,NC,VCO,01,1.0,"2021/12/07,00:00:00","3000/01/01,00:00:00",36.70746,-121.34651,426.0,0.0,0.0,0.0
236,BCGB,NC,VDT,01,1.0,"2021/12/07,00:00:00","3000/01/01,00:00:00",36.70746,-121.34651,426.0,0.0,0.0,0.0
237,BCGB,NC,VEC,01,1.0,"2021/12/07,00:00:00","3000/01/01,00:00:00",36.70746,-121.34651,426.0,0.0,0.0,0.0
238,BCGB,NC,VEI,01,1.0,"2021/12/07,00:00:00","3000/01/01,00:00:00",36.70746,-121.34651,426.0,0.0,0.0,0.0
239,BCGB,NC,VPB,01,1.0,"2021/12/07,00:00:00","3000/01/01,00:00:00",36.70746,-121.34651,426.0,0.0,0.0,0.0
240,BCW,NC,EHZ,--,100.0,"1985/06/28,18:39:00","1987/05/01,00:00:00",36.30648,-121.56688,1505.0,0.0,-90.0,0.0
241,BCW,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2021/08/18,18:33:00",36.30648,-121.56688,1505.0,0.0,-90.0,0.0
242,BCW,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",36.30648,-121.56688,1505.0,0.0,-90.0,0.0
243,BCWB,NC,ACE,01,1.0,"2022/05/17,00:00:00","3000/01/01,00:00:00",36.30514,-121.56584,1507.0,0.0,0.0,0.0
244,BCWB,NC,EHZ,01,100.0,"2022/05/17,00:00:00","3000/01/01,00:00:00",36.30514,-121.56584,1507.0,0.0,-90.0,0.0
245,BCWB,NC,GAN,01,1.0,"2022/05/17,00:00:00","3000/01/01,00:00:00",36.30514,-121.56584,1507.0,0.0,0.0,0.0
246,BCWB,NC,GEL,01,1.0,"2022/05/17,00:00:00","3000/01/01,00:00:00",36.30514,-121.56584,1507.0,0.0,0.0,0.0
247,BCWB,NC,GLA,01,1.0,"2022/05/17,00:00:00","3000/01/01,00:00:00",36.30514,-121.56584,1507.0,0.0,0.0,0.0
248,BCWB,NC,GLO,01,1.0,"2022/05/17,00:00:00","3000/01/01,00:00:00",36.30514,-121.56584,1507.0,0.0,0.0,0.0
249,BCWB,NC,GNS,01,1.0,"2022/05/17,00:00:00","3000/01/01,00:00:00",36.30514,-121.56584,1507.0,0.0,0.0,0.0
250,BCWB,NC,GPL,01,1.0,"2022/05/17,00:00:00","3000/01/01,00:00:00",36.30514,-121.56584,1507.0,0.0,0.0,0.0
251,BCWB,NC,HNE,01,100.0,"2022/05/17,00:00:00","3000/01/01,00:00:00",36.30514,-121.56584,1507.0,0.0,0.0,90.0
252,BCWB,NC,HNE,20,200.0,"2022/05/17,00:00:00","3000/01/01,00:00:00",36.30514,-121.56584,1507.0,0.0,0.0,90.0
253,BCWB,NC,HNN,01,100.0,"2022/05/17,00:00:00","3000/01/01,00:00:00",36.30514,-121.56584,1507.0,0.0,0.0,0.0
254,BCWB,NC,HNN,20,200.0,"2022/05/17,00:00:00","3000/01/01,00:00:00",36.30514,-121.56584,1507.0,0.0,0.0,0.0
255,BCWB,NC,HNZ,01,100.0,"2022/05/17,00:00:00","3000/01/01,00:00:00",36.30514,-121.56584,1507.0,0.0,-90.0,0.0
256,BCWB,NC,HNZ,20,200.0,"2022/05/17,00:00:00","3000/01/01,00:00:00",36.30514,-121.56584,1507.0,0.0,-90.0,0.0
257,BCWB,NC,LCE,01,1.0,"2022/05/17,00:00:00","3000/01/01,00:00:00",36.30514,-121.56584,1507.0,0.0,0.0,0.0
258,BCWB,NC,LCQ,01,1.0,"2022/05/17,00:00:00","3000/01/01,00:00:00",36.30514,-121.56584,1507.0,0.0,0.0,0.0
259,BCWB,NC,VCO,01,1.0,"2022/05/17,00:00:00","3000/01/01,00:00:00",36.30514,-121.56584,1507.0,0.0,0.0,0.0
260,BCWB,NC,VDT,01,1.0,"2022/05/17,00:00:00","3000/01/01,00:00:00",36.30514,-121.56584,1507.0,0.0,0.0,0.0
261,BCWB,NC,VEC,01,1.0,"2022/05/17,00:00:00","3000/01/01,00:00:00",36.30514,-121.56584,1507.0,0.0,0.0,0.0
262,BCWB,NC,VEI,01,1.0,"2022/05/17,00:00:00","3000/01/01,00:00:00",36.30514,-121.56584,1507.0,0.0,0.0,0.0
263,BCWB,NC,VPB,01,1.0,"2022/05/17,00:00:00","3000/01/01,00:00:00",36.30514,-121.56584,1507.0,0.0,0.0,0.0
264,BEH,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",36.6648,-121.17539,334.0,0.0,-90.0,0.0
265,BEH,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2020/06/01,18:40:00",36.6648,-121.17539,334.0,0.0,-90.0,0.0
266,BEH,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",36.6648,-121.17539,334.0,0.0,-90.0,0.0
267,BEM,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",36.66107,-121.09679,464.0,0.0,-90.0,0.0
268,BEM,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2020/06/01,18:40:00",36.66107,-121.09679,464.0,0.0,-90.0,0.0
269,BEM,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",36.66107,-121.09679,464.0,0.0,-90.0,0.0
270,BHR,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1984/10/22,19:45:00",36.72747,-121.26654,175.0,0.0,-90.0,0.0
271,BHR,NC,EHZ,--,100.0,"1984/10/22,19:45:00","1987/05/01,00:00:00",36.72747,-121.26654,175.0,0.0,-90.0,0.0
272,BHR,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2019/12/19,23:36:00",36.72747,-121.26654,175.0,0.0,-90.0,0.0
273,BHR,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",36.72747,-121.26654,175.0,0.0,-90.0,0.0
274,BHS,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1985/07/12,17:00:00",36.35583,-121.53983,646.0,0.0,-90.0,0.0
275,BHW,NC,ACE,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
276,BHW,NC,EHZ,01,100.0,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.38445,-121.3781,206.0,0.0,-90.0,0.0
277,BHW,NC,EHZ,01,100.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.38445,-121.3781,206.0,0.0,-90.0,0.0
278,BHW,NC,GAN,01,0.0167,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
279,BHW,NC,GAN,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
280,BHW,NC,GEL,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
281,BHW,NC,GLA,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
282,BHW,NC,GLO,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
283,BHW,NC,GNS,01,0.0167,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
284,BHW,NC,GNS,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
285,BHW,NC,GPL,01,0.0167,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
286,BHW,NC,GPL,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
287,BHW,NC,GST,01,0.0167,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
288,BHW,NC,HNE,01,100.0,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,90.0
289,BHW,NC,HNE,01,100.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,90.0
290,BHW,NC,HNE,20,200.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,90.0
291,BHW,NC,HNN,01,100.0,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
292,BHW,NC,HNN,01,100.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
293,BHW,NC,HNN,20,200.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
294,BHW,NC,HNZ,01,100.0,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.38445,-121.3781,206.0,0.0,-90.0,0.0
295,BHW,NC,HNZ,01,100.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.38445,-121.3781,206.0,0.0,-90.0,0.0
296,BHW,NC,HNZ,20,200.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.38445,-121.3781,206.0,0.0,-90.0,0.0
297,BHW,NC,LCE,01,0.0167,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
298,BHW,NC,LCE,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
299,BHW,NC,LCQ,01,0.0167,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
300,BHW,NC,LCQ,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
301,BHW,NC,VCO,01,0.0167,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
302,BHW,NC,VCO,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
303,BHW,NC,VDT,01,0.0167,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
304,BHW,NC,VDT,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
305,BHW,NC,VEC,01,0.0167,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
306,BHW,NC,VEC,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
307,BHW,NC,VEI,01,0.0167,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
308,BHW,NC,VEI,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
309,BHW,NC,VPB,01,0.0167,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
310,BHW,NC,VPB,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.38445,-121.3781,206.0,0.0,0.0,0.0
311,BJC,NC,EHZ,01,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",36.547,-121.39217,173.0,0.0,-90.0,0.0
312,BJC,NC,EHZ,01,100.0,"1987/05/01,00:00:00","1987/12/17,23:45:00",36.547,-121.39217,173.0,0.0,-90.0,0.0
313,BJC,NC,EHZ,02,100.0,"1987/12/17,23:45:00","3000/01/01,00:00:00",36.54715,-121.39387,173.0,0.0,-90.0,0.0
314,BJC,NC,SHZ,02,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",36.54715,-121.39387,173.0,0.0,-90.0,0.0
315,BJF,NC,ACE,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
316,BJF,NC,EHZ,01,100.0,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.29283,-121.40327,722.0,0.0,-90.0,0.0
317,BJF,NC,EHZ,01,100.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.29283,-121.40327,722.0,0.0,-90.0,0.0
318,BJF,NC,GAN,01,0.0167,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
319,BJF,NC,GAN,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
320,BJF,NC,GEL,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
321,BJF,NC,GLA,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
322,BJF,NC,GLO,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
323,BJF,NC,GNS,01,0.0167,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
324,BJF,NC,GNS,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
325,BJF,NC,GPL,01,0.0167,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
326,BJF,NC,GPL,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
327,BJF,NC,GST,01,0.0167,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
328,BJF,NC,HNE,01,100.0,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,90.0
329,BJF,NC,HNE,01,100.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,90.0
330,BJF,NC,HNE,20,200.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,90.0
331,BJF,NC,HNN,01,100.0,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
332,BJF,NC,HNN,01,100.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
333,BJF,NC,HNN,20,200.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
334,BJF,NC,HNZ,01,100.0,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.29283,-121.40327,722.0,0.0,-90.0,0.0
335,BJF,NC,HNZ,01,100.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.29283,-121.40327,722.0,0.0,-90.0,0.0
336,BJF,NC,HNZ,20,200.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.29283,-121.40327,722.0,0.0,-90.0,0.0
337,BJF,NC,LCE,01,0.0167,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
338,BJF,NC,LCE,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
339,BJF,NC,LCQ,01,0.0167,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
340,BJF,NC,LCQ,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
341,BJF,NC,VCO,01,0.0167,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
342,BJF,NC,VCO,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
343,BJF,NC,VDT,01,0.0167,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
344,BJF,NC,VDT,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
345,BJF,NC,VEC,01,0.0167,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
346,BJF,NC,VEC,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
347,BJF,NC,VEI,01,0.0167,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
348,BJF,NC,VEI,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
349,BJF,NC,VPB,01,0.0167,"2019/04/19,00:00:00","2021/06/09,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
350,BJF,NC,VPB,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.29283,-121.40327,722.0,0.0,0.0,0.0
351,BJO,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",36.61098,-121.31419,1021.0,0.0,-90.0,0.0
352,BJO,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1988/06/16,22:55:00",36.61098,-121.31419,1021.0,0.0,-90.0,0.0
353,BJO,NC,EHZ,--,100.0,"1988/06/16,22:55:00","1988/06/17,16:30:00",36.61098,-121.31419,1021.0,0.0,-90.0,0.0
354,BJO,NC,EHZ,--,100.0,"1988/06/17,16:30:00","2007/05/17,20:15:00",36.61098,-121.31419,1021.0,0.0,-90.0,0.0
355,BJO,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",36.61098,-121.31419,1021.0,0.0,-90.0,0.0
356,BJOB,NC,EHE,--,100.0,"2007/05/16,00:00:00","2019/04/09,21:00:00",36.61087,-121.31467,1052.0,0.0,0.0,90.0
357,BJOB,NC,EHE,--,100.0,"2019/04/09,21:00:00","3000/01/01,00:00:00",36.61087,-121.31467,1052.0,0.0,0.0,90.0
358,BJOB,NC,EHN,--,100.0,"2007/05/16,00:00:00","2019/04/09,21:00:00",36.61087,-121.31467,1052.0,0.0,0.0,0.0
359,BJOB,NC,EHN,--,100.0,"2019/04/09,21:00:00","3000/01/01,00:00:00",36.61087,-121.31467,1052.0,0.0,0.0,0.0
360,BJOB,NC,EHZ,--,100.0,"2007/05/16,00:00:00","2019/04/09,21:00:00",36.61087,-121.31467,1052.0,0.0,-90.0,0.0
361,BJOB,NC,EHZ,--,100.0,"2019/04/09,21:00:00","3000/01/01,00:00:00",36.61087,-121.31467,1052.0,0.0,-90.0,0.0
362,BJOB,NC,HNE,--,100.0,"2007/05/16,00:00:00","2015/08/05,19:43:00",36.61087,-121.31467,1052.0,0.0,0.0,90.0
363,BJOB,NC,HNE,--,100.0,"2015/08/05,19:43:00","2019/04/09,21:00:00",36.61087,-121.31467,1052.0,0.0,0.0,90.0
364,BJOB,NC,HNE,--,100.0,"2019/04/09,21:00:00","3000/01/01,00:00:00",36.61087,-121.31467,1052.0,0.0,0.0,90.0
365,BJOB,NC,HNN,--,100.0,"2007/05/16,00:00:00","2015/08/05,19:43:00",36.61087,-121.31467,1052.0,0.0,0.0,0.0
366,BJOB,NC,HNN,--,100.0,"2015/08/05,19:43:00","2019/04/09,21:00:00",36.61087,-121.31467,1052.0,0.0,0.0,0.0
367,BJOB,NC,HNN,--,100.0,"2019/04/09,21:00:00","3000/01/01,00:00:00",36.61087,-121.31467,1052.0,0.0,0.0,0.0
368,BJOB,NC,HNZ,--,100.0,"2007/05/16,00:00:00","2015/08/05,19:43:00",36.61087,-121.31467,1052.0,0.0,-90.0,0.0
369,BJOB,NC,HNZ,--,100.0,"2015/08/05,19:43:00","2019/04/09,21:00:00",36.61087,-121.31467,1052.0,0.0,-90.0,0.0
370,BJOB,NC,HNZ,--,100.0,"2019/04/09,21:00:00","3000/01/01,00:00:00",36.61087,-121.31467,1052.0,0.0,-90.0,0.0
371,BKC,NC,ACE,01,1.0,"2021/06/09,00:00:00","3000/01/01,00:00:00",36.5802,-121.62623,125.0,0.0,0.0,0.0
372,BKC,NC,EHZ,01,100.0,"2019/04/22,00:00:00","2021/06/09,00:00:00",36.5802,-121.62623,125.0,0.0,-90.0,0.0
