,station,network,channel,location,rate,start_time,end_time,latitude,longitude,elevation,depth,dip,azimuth
3098,JSB,NC,HNN,--,100.0,"1994/11/10,21:20:00","1996/03/08,23:59:00",37.67433,-122.39855,180.0,0.0,0.0,0.0
3099,JSB,NC,HNN,--,100.0,"1996/03/09,12:00:00","2009/01/16,01:45:00",37.67433,-122.39855,180.0,0.0,0.0,0.0
3100,JSB,NC,HNN,--,100.0,"2009/01/16,01:45:00","2017/03/15,19:30:00",37.67433,-122.39855,180.0,0.0,0.0,0.0
3101,JSB,NC,HNN,--,100.0,"2017/03/15,19:30:00","3000/01/01,00:00:00",37.67433,-122.39855,180.0,0.0,0.0,0.0
3102,JSB,NC,HNZ,--,100.0,"1994/11/10,21:20:00","1996/03/08,23:59:00",37.67433,-122.39855,180.0,0.0,-90.0,0.0
3103,JSB,NC,HNZ,--,100.0,"2009/01/16,01:45:00","2017/03/15,19:30:00",37.67433,-122.39855,180.0,0.0,-90.0,0.0
3104,JSB,NC,HNZ,--,100.0,"2017/03/15,19:30:00","3000/01/01,00:00:00",37.67433,-122.39855,180.0,0.0,-90.0,0.0
3105,JSB,NC,SHZ,--,20.0,"1991/10/31,23:30:00","1996/03/09,12:00:00",37.67433,-122.39855,180.0,0.0,-90.0,0.0
3106,JSB,NC,SHZ,--,20.0,"1996/03/09,12:00:00","2006/01/24,18:00:00",37.67433,-122.39855,180.0,0.0,-90.0,0.0
3107,JSB,NC,SHZ,10,20.0,"1996/03/09,12:00:00","1997/11/05,20:50:00",37.67433,-122.39855,180.0,0.0,-90.0,0.0
3108,JSC,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",37.28429,-122.12418,329.0,0.0,-90.0,0.0
3109,JSC,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2014/06/26,21:42:00",37.28429,-122.12418,329.0,0.0,-90.0,0.0
3110,JSC,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",37.28429,-122.12418,329.0,0.0,-90.0,0.0
3111,JSCB,NC,EHZ,--,100.0,"2015/01/08,20:51:00","3000/01/01,00:00:00",37.28415,-122.12369,352.0,0.0,-90.0,0.0
3112,JSCB,NC,HNE,--,100.0,"2015/01/08,20:51:00","3000/01/01,00:00:00",37.28415,-122.12369,352.0,0.0,0.0,90.0
3113,JSCB,NC,HNN,--,100.0,"2015/01/08,20:51:00","3000/01/01,00:00:00",37.28415,-122.12369,352.0,0.0,0.0,0.0
3114,JSCB,NC,HNZ,--,100.0,"2015/01/08,20:51:00","3000/01/01,00:00:00",37.28415,-122.12369,352.0,0.0,-90.0,0.0
3115,JSF,NC,BNE,--,20.0,"1996/01/31,20:45:00","1996/03/28,00:00:00",37.40459,-122.17407,112.0,0.0,0.0,90.0
3116,JSF,NC,BNE,--,20.0,"1996/04/29,00:00:00","2000/07/12,00:00:00",37.40459,-122.17407,112.0,0.0,0.0,90.0
3117,JSF,NC,BNN,--,20.0,"1996/01/31,20:45:00","1996/04/04,00:00:00",37.40459,-122.17407,112.0,0.0,0.0,0.0
3118,JSF,NC,BNN,--,20.0,"1996/04/29,00:00:00","2000/07/12,00:00:00",37.40459,-122.17407,112.0,0.0,0.0,0.0
3119,JSF,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",37.40459,-122.17407,112.0,0.0,-90.0,0.0
3120,JSF,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1996/01/26,23:45:00",37.40459,-122.17407,112.0,0.0,-90.0,0.0
3121,JSF,NC,EHZ,--,100.0,"1996/01/26,23:46:00","2003/02/04,23:59:00",37.40459,-122.17407,112.0,0.0,-90.0,0.0
3122,JSF,NC,EHZ,10,100.0,"1996/01/26,23:46:00","1997/07/16,19:27:00",37.40459,-122.17407,112.0,0.0,-90.0,0.0
3123,JSF,NC,ELE,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",37.40459,-122.17407,112.0,0.0,0.0,90.0
3124,JSF,NC,ELE,--,100.0,"1987/05/01,00:00:00","1997/07/16,19:27:00",37.40459,-122.17407,112.0,0.0,0.0,90.0
3125,JSF,NC,ELN,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",37.40459,-122.17407,112.0,0.0,0.0,0.0
3126,JSF,NC,ELN,--,100.0,"1987/05/01,00:00:00","1997/07/16,19:27:00",37.40459,-122.17407,112.0,0.0,0.0,0.0
3127,JSF,NC,ELZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",37.40459,-122.17407,112.0,0.0,-90.0,0.0
3128,JSF,NC,ELZ,--,100.0,"1987/05/01,00:00:00","1990/01/24,20:40:00",37.40459,-122.17407,112.0,0.0,-90.0,0.0
3129,JSF,NC,ELZ,--,100.0,"1990/01/24,20:40:00","1996/01/26,23:45:00",37.40459,-122.17407,112.0,0.0,-90.0,0.0
3130,JSF,NC,HNE,--,100.0,"1996/01/31,20:45:00","1996/03/28,00:00:00",37.40459,-122.17407,112.0,0.0,0.0,90.0
3131,JSF,NC,HNE,--,100.0,"1996/04/29,00:00:00","2003/02/04,23:59:00",37.40459,-122.17407,112.0,0.0,0.0,90.0
3132,JSF,NC,HNN,--,100.0,"1996/01/31,20:45:00","1996/04/04,00:00:00",37.40459,-122.17407,112.0,0.0,0.0,0.0
3133,JSF,NC,HNN,--,100.0,"1996/04/29,00:00:00","2003/02/04,23:59:00",37.40459,-122.17407,112.0,0.0,0.0,0.0
3134,JSF,NC,SHZ,--,20.0,"1994/11/28,00:00:00","1996/01/26,23:45:00",37.40459,-122.17407,112.0,0.0,-90.0,0.0
3135,JSF,NC,SHZ,--,20.0,"1996/01/26,23:46:00","2003/02/04,23:59:00",37.40459,-122.17407,112.0,0.0,-90.0,0.0
3136,JSF,NC,SHZ,10,20.0,"1996/01/26,23:46:00","1997/07/16,19:27:00",37.40459,-122.17407,112.0,0.0,-90.0,0.0
3137,JSF,NC,SLE,--,20.0,"1994/11/28,00:00:00","1997/07/16,19:27:00",37.40459,-122.17407,112.0,0.0,0.0,90.0
3138,JSF,NC,SLN,--,20.0,"1994/11/28,00:00:00","1997/07/16,19:27:00",37.40459,-122.17407,112.0,0.0,0.0,0.0
3139,JSF,NC,SLZ,--,20.0,"1994/11/28,00:00:00","1996/01/26,23:45:00",37.40459,-122.17407,112.0,0.0,-90.0,0.0
3140,JSFB,NC,EHZ,--,100.0,"2000/12/12,23:45:00","3000/01/01,00:00:00",37.40372,-122.17596,118.0,0.0,-90.0,0.0
3141,JSFB,NC,HNE,--,100.0,"2000/12/12,23:45:00","3000/01/01,00:00:00",37.40372,-122.17596,118.0,0.0,0.0,90.0
3142,JSFB,NC,HNN,--,100.0,"2000/12/12,23:45:00","3000/01/01,00:00:00",37.40372,-122.17596,118.0,0.0,0.0,0.0
3143,JSFB,NC,HNZ,--,100.0,"2000/12/12,23:45:00","3000/01/01,00:00:00",37.40372,-122.17596,118.0,0.0,-90.0,0.0
3144,JSFB,NC,SHZ,--,20.0,"2000/12/12,23:45:00","2006/01/24,18:00:00",37.40372,-122.17596,118.0,0.0,-90.0,0.0
3145,JSG,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",37.28316,-122.05077,166.0,0.0,-90.0,0.0
3146,JSG,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1996/07/27,17:30:00",37.28316,-122.05077,166.0,0.0,-90.0,0.0
3147,JSG,NC,SHZ,--,20.0,"1994/11/28,00:00:00","1996/07/27,17:30:00",37.28316,-122.05077,166.0,0.0,-90.0,0.0
3148,JSGB,NC,BNE,--,20.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3149,JSGB,NC,BNE,--,40.0,"1999/03/01,00:00:00","1999/08/30,14:15:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3150,JSGB,NC,BNE,--,40.0,"1999/08/30,14:15:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3151,JSGB,NC,BNE,--,20.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3152,JSGB,NC,BNE,--,20.0,"2000/07/01,00:00:00","2000/07/12,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3153,JSGB,NC,BNN,--,20.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3154,JSGB,NC,BNN,--,40.0,"1999/03/01,00:00:00","1999/08/30,14:15:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3155,JSGB,NC,BNN,--,40.0,"1999/08/30,14:15:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3156,JSGB,NC,BNN,--,20.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3157,JSGB,NC,BNN,--,20.0,"2000/07/01,00:00:00","2000/07/12,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3158,JSGB,NC,BNZ,--,20.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3159,JSGB,NC,BNZ,--,40.0,"1999/03/01,00:00:00","1999/08/30,14:15:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3160,JSGB,NC,BNZ,--,40.0,"1999/08/30,14:15:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3161,JSGB,NC,BNZ,--,20.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3162,JSGB,NC,BNZ,--,20.0,"2000/07/01,00:00:00","2000/07/12,00:00:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3163,JSGB,NC,EHE,--,100.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3164,JSGB,NC,EHE,--,200.0,"1999/03/01,00:00:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3165,JSGB,NC,EHE,--,100.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3166,JSGB,NC,EHE,--,50.0,"2000/06/25,07:23:00","2000/07/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3167,JSGB,NC,EHE,--,100.0,"2000/07/01,00:00:00","2006/06/21,19:29:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3168,JSGB,NC,EHE,--,100.0,"2006/06/21,19:29:00","2014/04/17,21:25:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3169,JSGB,NC,EHE,--,100.0,"2014/04/17,21:25:00","2017/08/06,17:30:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3170,JSGB,NC,EHN,--,100.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3171,JSGB,NC,EHN,--,200.0,"1999/03/01,00:00:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3172,JSGB,NC,EHN,--,100.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3173,JSGB,NC,EHN,--,50.0,"2000/06/25,07:23:00","2000/07/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3174,JSGB,NC,EHN,--,100.0,"2000/07/01,00:00:00","2006/06/21,19:29:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3175,JSGB,NC,EHN,--,100.0,"2006/06/21,19:29:00","2014/04/17,21:25:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3176,JSGB,NC,EHN,--,100.0,"2014/04/17,21:25:00","2017/08/06,17:30:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3177,JSGB,NC,EHZ,--,100.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3178,JSGB,NC,EHZ,--,200.0,"1999/03/01,00:00:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3179,JSGB,NC,EHZ,--,100.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3180,JSGB,NC,EHZ,--,50.0,"2000/06/25,07:23:00","2000/07/01,00:00:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3181,JSGB,NC,EHZ,--,100.0,"2000/07/01,00:00:00","2006/06/21,19:29:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3182,JSGB,NC,EHZ,--,100.0,"2006/06/21,19:29:00","2014/04/17,21:25:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3183,JSGB,NC,EHZ,--,100.0,"2014/04/17,21:25:00","2017/08/06,17:30:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3184,JSGB,NC,EHZ,01,100.0,"2022/01/20,22:31:00","3000/01/01,00:00:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3185,JSGB,NC,HNE,--,100.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3186,JSGB,NC,HNE,--,200.0,"1999/03/01,00:00:00","1999/08/30,14:15:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3187,JSGB,NC,HNE,--,200.0,"1999/08/30,14:15:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3188,JSGB,NC,HNE,--,100.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3189,JSGB,NC,HNE,--,50.0,"2000/06/25,07:23:00","2000/07/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3190,JSGB,NC,HNE,--,100.0,"2000/07/01,00:00:00","2014/04/17,21:25:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3191,JSGB,NC,HNE,--,100.0,"2014/04/17,21:25:00","2017/08/06,17:30:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3192,JSGB,NC,HNE,01,100.0,"2022/01/20,22:31:00","3000/01/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3193,JSGB,NC,HNN,--,100.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3194,JSGB,NC,HNN,--,200.0,"1999/03/01,00:00:00","1999/08/30,14:15:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3195,JSGB,NC,HNN,--,200.0,"1999/08/30,14:15:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3196,JSGB,NC,HNN,--,100.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3197,JSGB,NC,HNN,--,50.0,"2000/06/25,07:23:00","2000/07/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3198,JSGB,NC,HNN,--,100.0,"2000/07/01,00:00:00","2014/04/17,21:25:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3199,JSGB,NC,HNN,--,100.0,"2014/04/17,21:25:00","2017/08/06,17:30:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3200,JSGB,NC,HNN,01,100.0,"2022/01/20,22:31:00","3000/01/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3201,JSGB,NC,HNZ,--,100.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3202,JSGB,NC,HNZ,--,200.0,"1999/03/01,00:00:00","1999/08/30,14:15:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3203,JSGB,NC,HNZ,--,200.0,"1999/08/30,14:15:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3204,JSGB,NC,HNZ,--,100.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3205,JSGB,NC,HNZ,--,50.0,"2000/06/25,07:23:00","2000/07/01,00:00:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3206,JSGB,NC,HNZ,--,100.0,"2000/07/01,00:00:00","2014/04/17,21:25:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3207,JSGB,NC,HNZ,--,100.0,"2014/04/17,21:25:00","2017/08/06,17:30:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3208,JSGB,NC,HNZ,01,100.0,"2022/01/20,22:31:00","3000/01/01,00:00:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3209,JSGB,NC,SHE,--,20.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3210,JSGB,NC,SHE,--,40.0,"1999/03/01,00:00:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3211,JSGB,NC,SHE,--,20.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3212,JSGB,NC,SHE,--,20.0,"2000/07/01,00:00:00","2006/01/24,18:00:00",37.28397,-122.05017,134.0,0.0,0.0,90.0
3213,JSGB,NC,SHN,--,20.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3214,JSGB,NC,SHN,--,40.0,"1999/03/01,00:00:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3215,JSGB,NC,SHN,--,20.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3216,JSGB,NC,SHN,--,20.0,"2000/07/01,00:00:00","2006/01/24,18:00:00",37.28397,-122.05017,134.0,0.0,0.0,0.0
3217,JSGB,NC,SHZ,--,20.0,"1996/07/31,14:15:00","1999/03/01,00:00:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3218,JSGB,NC,SHZ,--,40.0,"1999/03/01,00:00:00","1999/09/02,18:02:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3219,JSGB,NC,SHZ,--,20.0,"1999/09/02,18:02:00","2000/06/25,07:23:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3220,JSGB,NC,SHZ,--,20.0,"2000/07/01,00:00:00","2006/01/24,18:00:00",37.28397,-122.05017,134.0,0.0,-90.0,0.0
3221,JSJ,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",37.33378,-122.09232,92.0,0.0,-90.0,0.0
3222,JSJ,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2014/06/26,21:42:00",37.33378,-122.09232,92.0,0.0,-90.0,0.0
3223,JSJ,NC,EHZ,--,100.0,"2015/01/15,00:51:00","3000/01/01,00:00:00",37.33378,-122.09232,92.0,0.0,-90.0,0.0
3224,JSJ,NC,HNE,--,100.0,"2015/01/15,00:51:00","3000/01/01,00:00:00",37.33378,-122.09232,92.0,0.0,0.0,90.0
3225,JSJ,NC,HNN,--,100.0,"2015/01/15,00:51:00","3000/01/01,00:00:00",37.33378,-122.09232,92.0,0.0,0.0,0.0
3226,JSJ,NC,HNZ,--,100.0,"2015/01/15,00:51:00","3000/01/01,00:00:00",37.33378,-122.09232,92.0,0.0,-90.0,0.0
3227,JSJ,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",37.33378,-122.09232,92.0,0.0,-90.0,0.0
3228,JSM,NC,EHZ,01,100.0,"1984/01/01,00:00:00","1987/05/01,00:00:00",37.21263,-122.16911,253.0,0.0,-90.0,0.0
3229,JSM,NC,EHZ,01,100.0,"1987/05/01,00:00:00","1998/09/29,21:10:00",37.21263,-122.16911,253.0,0.0,-90.0,0.0
3230,JSM,NC,EHZ,02,100.0,"1998/09/29,21:10:00","2001/04/19,21:10:00",37.21234,-122.16875,253.0,0.0,-90.0,0.0
3231,JSM,NC,SHZ,01,20.0,"1994/11/28,00:00:00","1998/09/29,21:10:00",37.21263,-122.16911,253.0,0.0,-90.0,0.0
3232,JSM,NC,SHZ,02,20.0,"1998/09/29,21:10:00","2001/04/19,21:10:00",37.21234,-122.16875,253.0,0.0,-90.0,0.0
3233,JSP,NC,EHZ,--,100.0,"1995/04/27,18:10:00","2000/08/07,23:59:00",37.58644,-122.50217,30.0,0.0,-90.0,0.0
3234,JSP,NC,EHZ,--,100.0,"2000/08/09,21:10:00","2018/03/26,22:00:00",37.58644,-122.50217,30.0,0.0,-90.0,0.0
3235,JSP,NC,EHZ,--,100.0,"2018/03/26,22:00:00","3000/01/01,00:00:00",37.58644,-122.50217,30.0,0.0,-90.0,0.0
3236,JSP,NC,ELE,--,100.0,"1995/04/27,18:10:00","2000/08/07,23:59:00",37.58644,-122.50217,30.0,0.0,0.0,90.0
3237,JSP,NC,ELN,--,100.0,"1995/04/27,18:10:00","2000/08/07,23:59:00",37.58644,-122.50217,30.0,0.0,0.0,0.0
3238,JSP,NC,HNE,--,100.0,"2000/08/09,21:10:00","2018/03/26,22:00:00",37.58644,-122.50217,30.0,0.0,0.0,90.0
3239,JSP,NC,HNE,--,100.0,"2018/03/26,22:00:00","3000/01/01,00:00:00",37.58644,-122.50217,30.0,0.0,0.0,90.0
3240,JSP,NC,HNN,--,100.0,"2000/08/09,21:10:00","2018/03/26,22:00:00",37.58644,-122.50217,30.0,0.0,0.0,0.0
3241,JSP,NC,HNN,--,100.0,"2018/03/26,22:00:00","3000/01/01,00:00:00",37.58644,-122.50217,30.0,0.0,0.0,0.0
3242,JSP,NC,HNZ,--,100.0,"2000/08/09,21:10:00","2018/03/26,22:00:00",37.58644,-122.50217,30.0,0.0,-90.0,0.0
3243,JSP,NC,HNZ,--,100.0,"2018/03/26,22:00:00","3000/01/01,00:00:00",37.58644,-122.50217,30.0,0.0,-90.0,0.0
3244,JSP,NC,SHZ,--,20.0,"1995/04/27,18:10:00","2000/08/07,23:59:00",37.58644,-122.50217,30.0,0.0,-90.0,0.0
3245,JSP,NC,SHZ,--,20.0,"2000/08/09,21:10:00","2006/01/24,18:00:00",37.58644,-122.50217,30.0,0.0,-90.0,0.0
3246,JSP,NC,SLE,--,20.0,"1995/04/27,18:10:00","2000/08/07,23:59:00",37.58644,-122.50217,30.0,0.0,0.0,90.0
3247,JSP,NC,SLN,--,20.0,"1995/04/27,18:10:00","2000/08/07,23:59:00",37.58644,-122.50217,30.0,0.0,0.0,0.0
3248,JSS,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1984/09/26,18:40:00",37.16949,-121.93182,921.0,0.0,-90.0,0.0
3249,JSS,NC,EHZ,--,100.0,"1984/09/26,18:40:00","1987/05/01,00:00:00",37.16949,-121.93182,921.0,0.0,-90.0,0.0
3250,JSS,NC,EHZ,--,100.0,"1987/05/01,00:00:00","1998/04/27,19:15:00",37.16949,-121.93182,921.0,0.0,-90.0,0.0
3251,JSS,NC,EHZ,--,100.0,"1998/04/27,19:15:00","1998/05/04,21:40:00",37.16949,-121.93182,921.0,0.0,-90.0,0.0
3252,JSS,NC,EHZ,--,100.0,"1998/05/04,21:40:00","2013/03/19,17:36:00",37.16949,-121.93182,921.0,0.0,-90.0,0.0
3253,JSS,NC,SHZ,--,20.0,"1994/11/28,00:00:00","1998/04/27,19:15:00",37.16949,-121.93182,921.0,0.0,-90.0,0.0
3254,JSS,NC,SHZ,--,20.0,"1998/04/27,19:15:00","1998/05/04,21:40:00",37.16949,-121.93182,921.0,0.0,-90.0,0.0
3255,JSS,NC,SHZ,--,20.0,"1998/05/04,21:40:00","2006/01/24,18:00:00",37.16949,-121.93182,921.0,0.0,-90.0,0.0
3256,JST,NC,EHZ,--,100.0,"1984/01/01,00:00:00","1985/01/29,18:40:00",37.20557,-121.79859,103.0,0.0,-90.0,0.0
3257,JST,NC,EHZ,--,100.0,"1985/01/29,18:40:00","1987/05/01,00:00:00",37.20557,-121.79859,103.0,0.0,-90.0,0.0
3258,JST,NC,EHZ,--,100.0,"1987/05/01,00:00:00","2020/03/11,21:03:00",37.20557,-121.79859,103.0,0.0,-90.0,0.0
3259,JST,NC,EHZ,01,100.0,"2020/03/11,17:00:00","2020/03/11,17:01:00",37.2056,-121.79872,142.0,0.0,-90.0,0.0
3260,JST,NC,EHZ,01,100.0,"2020/03/11,17:01:00","3000/01/01,00:00:00",37.2056,-121.79872,142.0,0.0,-90.0,0.0
3261,JST,NC,HNE,01,100.0,"2020/03/11,17:00:00","3000/01/01,00:00:00",37.2056,-121.79872,142.0,0.0,0.0,90.0
3262,JST,NC,HNN,01,100.0,"2020/03/11,17:00:00","3000/01/01,00:00:00",37.2056,-121.79872,142.0,0.0,0.0,0.0
3263,JST,NC,HNZ,01,100.0,"2020/03/11,17:00:00","3000/01/01,00:00:00",37.2056,-121.79872,142.0,0.0,-90.0,0.0
3264,JST,NC,SHZ,--,20.0,"1994/11/28,00:00:00","2006/01/24,18:00:00",37.20557,-121.79859,103.0,0.0,-90.0,0.0
3265,JSV,NC,ACE,01,1.0,"2021/11/05,00:00:00","3000/01/01,00:00:00",37.07381,-122.00204,227.0,0.0,0.0,0.0
3266,JSV,NC,GAN,01,1.0,"2021/11/05,00:00:00","3000/01/01,00:00:00",37.07381,-122.00204,227.0,0.0,0.0,0.0
3267,JSV,NC,GEL,01,1.0,"2021/11/05,00:00:00","3000/01/01,00:00:00",37.07381,-122.00204,227.0,0.0,0.0,0.0
3268,JSV,NC,GLA,01,1.0,"2021/11/05,00:00:00","3000/01/01,00:00:00",37.07381,-122.00204,227.0,0.0,0.0,0.0
3269,JSV,NC,GLO,01,1.0,"2021/11/05,00:00:00","3000/01/01,00:00:00",37.07381,-122.00204,227.0,0.0,0.0,0.0
3270,JSV,NC,GNS,01,1.0,"2021/11/05,00:00:00","3000/01/01,00:00:00",37.07381,-122.00204,227.0,0.0,0.0,0.0
3271,JSV,NC,GPL,01,1.0,"2021/11/05,00:00:00","3000/01/01,00:00:00",37.07381,-122.00204,227.0,0.0,0.0,0.0
3272,JSV,NC,HNE,01,100.0,"2021/11/05,00:00:00","3000/01/01,00:00:00",37.07381,-122.00204,227.0,0.0,0.0,90.0
3273,JSV,NC,HNE,20,200.0,"2021/11/05,00:00:00","3000/01/01,00:00:00",37.07381,-122.00204,227.0,0.0,0.0,90.0
3274,JSV,NC,HNN,01,100.0,"2021/11/05,00:00:00","3000/01/01,00:00:00",37.07381,-122.00204,227.0,0.0,0.0,0.0
3275,JSV,NC,HNN,20,200.0,"2021/11/05,00:00:00","3000/01/01,00:00:00",37.07381,-122.00204,227.0,0.0,0.0,0.0
3276,JSV,NC,HNZ,01,100.0,"2021/11/05,00:00:00","3000/01/01,00:00:00",37.07381,-122.00204,227.0,0.0,-90.0,0.0
3277,JSV,NC,HNZ,20,200.0,"2021/11/05,00:00:00","3000/01/01,00:00:00",37.07381,-122.00204,227.0,0.0,-90.0,0.0
3278,JSV,NC,LCE,01,1.0,"2021/11/05,00:00:00","3000/01/01,00:00:00",37.07381,-122.00204,227.0,0.0,0.0,0.0
3279,JSV,NC,LCQ,01,1.0,"2021/11/05,00:00:00","3000/01/01,00:00:00",37.07381,-122.00204,227.0,0.0,0.0,0.0
3280,JSV,NC,VCO,01,1.0,"2021/11/05,00:00:00","3000/01/01,00:00:00",37.07381,-122.00204,227.0,0.0,0.0,0.0
3281,JSV,NC,VDT,01,1.0,"2021/11/05,00:00:00","3000/01/01,00:00:00",37.07381,-122.00204,227.0,0.0,0.0,0.0
3282,JSV,NC,VEC,01,1.0,"2021/11/05,00:00:00","3000/01/01,00:00:00",37.07381,-122.00204,227.0,0.0,0.0,0.0
